latitude,longitude,zero,year,intensity,error
-89,26,0,2017,54250.08,152
-89,27,0,2017,54259.64,152
-89,28,0,2017,54269.38,152
-89,29,0,2017,54279.29,152
-89,30,0,2017,54289.38,152
-89,31,0,2017,54299.62,152
-89,32,0,2017,54310.03,152
-89,33,0,2017,54320.6,152
-89,34,0,2017,54331.33,152
-89,35,0,2017,54342.21,152
-89,36,0,2017,54353.24,152
-89,37,0,2017,54364.41,152
-89,38,0,2017,54375.73,152
-89,39,0,2017,54387.19,152
-89,40,0,2017,54398.79,152
-89,41,0,2017,54410.51,152
-89,42,0,2017,54422.37,152
-89,43,0,2017,54434.35,152
-89,44,0,2017,54446.45,152
-89,45,0,2017,54458.67,152
-89,46,0,2017,54471.01,152
-89,47,0,2017,54483.45,152
-89,48,0,2017,54496,152
-89,49,0,2017,54508.65,152
-89,50,0,2017,54521.4,152
-89,51,0,2017,54534.24,152
-89,52,0,2017,54547.18,152
-89,53,0,2017,54560.2,152
-89,54,0,2017,54573.3,152
-89,55,0,2017,54586.48,152
-89,56,0,2017,54599.73,152
-89,57,0,2017,54613.05,152
-89,58,0,2017,54626.44,152
-89,59,0,2017,54639.89,152
-89,60,0,2017,54653.4,152
-89,61,0,2017,54666.95,152
-89,62,0,2017,54680.56,152
-89,63,0,2017,54694.21,152
-89,64,0,2017,54707.9,152
-89,65,0,2017,54721.63,152
-89,66,0,2017,54735.39,152
-89,67,0,2017,54749.17,152
-89,68,0,2017,54762.98,152
-89,69,0,2017,54776.8,152
-89,70,0,2017,54790.64,152
-89,71,0,2017,54804.49,152
-89,72,0,2017,54818.34,152
-89,73,0,2017,54832.2,152
-89,74,0,2017,54846.05,152
-89,75,0,2017,54859.89,152
-89,76,0,2017,54873.72,152
-89,77,0,2017,54887.54,152
-89,78,0,2017,54901.33,152
-89,79,0,2017,54915.1,152
-89,80,0,2017,54928.83,152
-89,81,0,2017,54942.54,152
-89,82,0,2017,54956.2,152
-89,83,0,2017,54969.82,152
-89,84,0,2017,54983.4,152
-89,85,0,2017,54996.92,152
-89,86,0,2017,55010.39,152
-89,87,0,2017,55023.8,152
-89,88,0,2017,55037.15,152
-89,89,0,2017,55050.42,152
-89,90,0,2017,55063.63,152
-89,91,0,2017,55076.76,152
-89,92,0,2017,55089.81,152
-89,93,0,2017,55102.77,152
-89,94,0,2017,55115.65,152
-89,95,0,2017,55128.43,152
-89,96,0,2017,55141.12,152
-89,97,0,2017,55153.7,152
-89,98,0,2017,55166.18,152
-89,99,0,2017,55178.56,152
-89,100,0,2017,55190.82,152
-89,101,0,2017,55202.96,152
-89,102,0,2017,55214.99,152
-89,103,0,2017,55226.89,152
-89,104,0,2017,55238.67,152
-89,105,0,2017,55250.31,152
-89,106,0,2017,55261.82,152
-89,107,0,2017,55273.19,152
-89,108,0,2017,55284.43,152
-89,109,0,2017,55295.51,152
-89,110,0,2017,55306.45,152
-89,111,0,2017,55317.24,152
-89,112,0,2017,55327.87,152
-89,113,0,2017,55338.34,152
-89,114,0,2017,55348.65,152
-89,115,0,2017,55358.8,152
-89,116,0,2017,55368.78,152
-89,117,0,2017,55378.59,152
-89,118,0,2017,55388.22,152
-89,119,0,2017,55397.68,152
-89,120,0,2017,55406.96,152
-89,121,0,2017,55416.06,152
-89,122,0,2017,55424.97,152
-89,123,0,2017,55433.7,152
-89,124,0,2017,55442.23,152
-89,125,0,2017,55450.58,152
-89,126,0,2017,55458.72,152
-89,127,0,2017,55466.67,152
-89,128,0,2017,55474.42,152
-89,129,0,2017,55481.97,152
-89,130,0,2017,55489.31,152
-89,131,0,2017,55496.45,152
-89,132,0,2017,55503.38,152
-89,133,0,2017,55510.09,152
-89,134,0,2017,55516.6,152
-89,135,0,2017,55522.89,152
-89,136,0,2017,55528.96,152
-89,137,0,2017,55534.81,152
-89,138,0,2017,55540.45,152
-89,139,0,2017,55545.86,152
-89,140,0,2017,55551.05,152
-89,141,0,2017,55556.02,152
-89,142,0,2017,55560.76,152
-89,143,0,2017,55565.27,152
-89,144,0,2017,55569.55,152
-89,145,0,2017,55573.61,152
-89,146,0,2017,55577.43,152
-89,147,0,2017,55581.02,152
-89,148,0,2017,55584.38,152
-89,149,0,2017,55587.51,152
-89,150,0,2017,55590.4,152
-89,151,0,2017,55593.06,152
-89,152,0,2017,55595.48,152
-89,153,0,2017,55597.66,152
-89,154,0,2017,55599.61,152
-89,155,0,2017,55601.31,152
-89,156,0,2017,55602.79,152
-89,157,0,2017,55604.02,152
-89,158,0,2017,55605.01,152
-89,159,0,2017,55605.77,152
-89,160,0,2017,55606.29,152
-89,161,0,2017,55606.56,152
-89,162,0,2017,55606.6,152
-89,163,0,2017,55606.41,152
-89,164,0,2017,55605.97,152
-89,165,0,2017,55605.29,152
